coreproject,pmid,applid
R01AG007857,8166273,2049929
R29AG007857,8177051,3453245
T32AG000219,7493223,8841560
K04AG000564,1432248,2001092
R01AG007857,9109890,2049929
R29AG007857,9347288,3453245
K04AG000564,9359021,2001092
R01AG007857,9359021,2049929
R01AG007857,9125307,2049929
R01AG007857,9134381,2049929
K04AG000564,8856004,2001092
R29HD032668,9109890,2673826
R29AG007857,18314566,3453245
R01AG007857,9585167,2049929
K04AG000564,9818865,2001092
R01AG007857,10357503,2049929
R29AG007857,10357503,3453245
K04AG000564,9125307,2001092
R29AG007857,9134381,3453245
T32AG000219,9134381,8841560
K04AG000564,7493223,2001092
R01AG007857,7493223,2049929
R29AG007857,7493223,3453245
K04AG000564,7928848,2001092
K04AG000564,8002510,2001092
K08AG000426,7695668,3078611
T32AG000219,7574222,8841560
R01AG007857,7574222,2049929
K04AG000564,7775321,2001092
R29AG007857,1443128,3453245
K04AG000564,1443128,2001092
R01AG007857,1518423,2049929
R29AG007857,1518423,3453245
K04AG000564,1640872,2001092
K04AG000564,10758815,2001092
R29AG007857,10681274,3453245
R01NS027036,14662746,10906332
R37NS027036,14662746,8064683
R29AG007857,8386182,3453245
R01AG007857,8460693,2049929
R29AG007857,8125870,3453245
R01AG007857,8130813,2049929
R55HD028720,8166273,3509880
R29AG007857,8166273,3453245
R01AG007857,8177051,2049929
R01HD032668,8574274,6520955
R29HD032668,8574274,2673826
T32AG000219,8700442,8841560
R01AG007857,9041373,2049929
R55HD028720,8282631,3509880
K04AG000564,8320565,2001092
R01AG007857,8320565,2049929
K04AG000564,8345818,2001092
R01AG007857,8581104,2049929
R01AG007857,8589762,2049929
R01AG007857,8589781,2049929
T32AG000219,8589781,8841560
R29HD032668,9215335,2673826
K04AG000564,9215335,2001092
R01HD032668,9109890,6520955
R29AG007857,9109890,3453245
K04AG000564,12186852,2001092
R01AG007857,9705017,2049929
P60AG012583,18314566,6910725
K04AG000564,14662746,2001092
R29AG007857,7925546,3453245
R01AG007857,7925546,2049929
R29AG007857,7928848,3453245
R01AG007857,7872210,2049929
T32AG000219,7872210,8841560
R01AG007857,8386182,2049929
K04AG000564,8386182,2001092
K04AG000564,8386201,2001092
R01AG007857,8339420,2049929
R29AG007857,7503603,3453245
T32AG000219,7503603,8841560
R01AG007857,7503603,2049929
R29AG007857,8460693,3453245
R29AG007857,8463525,3453245
R01AG007857,7775321,2049929
R01AG007857,8125870,2049929
R01AG007857,7695668,2049929
R01AG007857,7814782,2049929
K01AG000657,7814782,2653710
R01AG007857,8002510,2049929
K04AG000564,9287036,2001092
K04AG000564,10720023,2001092
R01DK052752,10702746,2906031
K04AG000564,10366171,2001092
R01AG007857,9818865,2049929
R01AG007857,9762528,2049929
R29AG007857,9359021,3453245
K04AG000564,1518423,2001092
R01AG007857,1640872,2049929
R29AG007857,1640872,3453245
R01AG007857,9347288,2049929
K04AG000564,9347288,2001092
T32AG000219,9347288,8841560
R29AG007857,9125307,3453245
K04AG000564,9134381,2001092
R01AG007857,8989280,2049929
K04AG000564,9041373,2001092
R29AG007857,9041373,3453245
R29AG007857,9589650,3453245
R01AG007857,9589650,2049929
K04AG000564,8574274,2001092
K04AG000564,8589781,2001092
R29AG007857,8856004,3453245
R01AG007857,8856004,2049929
R01AG007857,7611396,2049929
K04AG000564,9585167,2001092
K04AG000564,8166273,2001092
R01NS027036,12186852,10906332
R37NS027036,12186852,8064683
R01AG007857,9785090,2049929
K07AG000608,18314566,2732470
K04AG000564,9785090,2001092
K04AG000564,9109890,2001092
T32AG000219,9125307,8841560
K04AG000564,8125870,2001092
T32AG000219,8856004,8841560
K04AG000564,8339420,2001092
K08AG000426,8339420,3078611
R29AG007857,8345818,3453245
K04AG000564,8460693,2001092
K04AG000564,8463525,2001092
R01AG007857,8463525,2049929
R01DK052752,9589650,2906031
R55HD028720,8574274,3509880
R01AG007857,8574274,2049929
K04AG000564,8581104,2001092
T32AG000219,8581104,8841560
T32AG000219,8589762,8841560
R29AG007857,8589781,3453245
R01AG007857,8700442,2049929
K04AG000564,10357503,2001092
K04AG000564,10681274,2001092
K04AG000564,10702746,2001092
R01AG007857,1432248,2049929
R29AG007857,1432248,3453245
R01AG007857,1443128,2049929
K04AG000564,7503603,2001092
K04AG000564,7611396,2001092
R29AG007857,7695668,3453245
K04AG000564,7695668,2001092
R29AG007857,8002510,3453245
K04AG000564,7814782,2001092
K04AG000564,7574222,2001092
R29AG007857,7574222,3453245
R29AG007857,7611396,3453245
K04AG000564,7872210,2001092
R01AG007857,9287036,2049929
R01DK052752,10366171,2906031
K08DK001963,9585167,2133596
F32AG005564,8416670,3028828
R29AG007857,8416670,3453245
K04AG000564,8416670,2001092
K04AG000564,8282631,2001092
R29AG007857,8282631,3453245
R29AG007857,8130813,3453245
R01AG007857,18314566,2049929
K04AG000564,18314566,2001092
K01AG000657,18314566,2653710
K01AG000565,37910297,2001093
K07AG000622,7715064,2001097
K07AG000622,11185036,2001097
P50NS031248,7570184,2698288
T32HL007057,36169399,10879072
R21AG065943,36169399,10263935
F32AG005666,7570184,2001203
F32AG005666,36169399,2001203
P30DK116074,36169399,10889124
P01NS031248,7570184,2269181
K99DK111916,36169399,9349495
K01AG056664,36169399,10600362
R00DK111916,36169399,9852554
R01DK125260,36169399,11108153
T32HL007553,12496169,7253225
R01AI028457,12496169,8439889
T32AI007041,12496169,7475669
F31AG005699,12496169,2001208
F32AG005723,39463075,2001215
K99AG057808,30643292,9750565
R00AG057808,30643292,10599227
R01NS089742,30643292,9503076
F32AG005780,30643292,2001246
T32GM007753,30643292,10463130
T32CA009216,30643292,10872263
R01AG005890,3210957,6608849
P01HL025840,2812318,6388869
R37AG005890,2296360,2001251
R37AG005890,2346388,2001251
R37AG005890,2812318,2001251
R01AG005890,3259296,6608849
R01AG005890,1997504,6608849
R01AG007793,1997504,2049900
R01AG007793,2296360,2049900
R01AG007793,1955530,2049900
R37AG005890,1955530,2001251
R01AG005890,1955530,6608849
R37AG005890,9262998,2001251
R01AG005890,3493756,6608849
R37AG005890,1997504,2001251
R01AG007793,2812318,2049900
R01AG005890,2789844,6608849
P01HL025840,9262998,6388869
R01AG005890,2296360,6608849
R37AG005890,2848111,2001251
P01CA013525,2848111,6052434
R37AG005890,3210957,2001251
R37AG005890,2516001,2001251
R01AG005890,2812318,6608849
R01AG007793,2812339,2049900
R01AG007793,2789844,2049900
T32HL007367,2848111,2212268
R01AG005890,2848111,6608849
R01AG005890,1470217,6608849
R01AG007793,2346388,2049900
R01AG005890,2346388,6608849
P01AG012435,9262998,8286255
R01AG005890,9262998,6608849
R01AG005890,2812339,6608849
R37AG005890,2812339,2001251
R01AG007793,1470217,2049900
R37AG005890,1470217,2001251
R37AG005890,3493756,2001251
R37AG005890,3259296,2001251
R01AG005890,2516001,6608849
R37AG005890,2789844,2001251
R01AG007369,1649998,2001274
R01AG007369,2318867,2001274
R01AG007369,8787534,2001274
R01AG007369,8527925,2001274
R01AG007369,1939272,2001274
R01GM028143,9393711,2863265
R01AG007369,3207697,2001274
R01AG007369,7479695,2001274
R01AG007369,9393711,2001274
R01AG007369,1678690,2001274
T32MH018904,10755219,7256267
R37AG008055,10755219,2826212
R37AG008055,8203802,2826212
R37AG008055,1940082,2826212
R01AG004770,1940082,3115345
T32MH018904,9310088,7256267
T32MH018904,10223172,7256267
R37AG024102,17284557,9315250
T32AG000048,17284557,7424126
R37AG008055,17284557,2826212
R37AG008055,23536918,2826212
R37AG024102,23536918,9315250
R37AG008235,22991665,8112660
R37AG024102,22991665,9315250
R13AG030995,22991665,10388331
R37AG008235,23024862,8112660
R37AG024102,23024862,9315250
R01AG008235,23024862,9336774
P50AG005136,23029615,9692504
R13AG030995,23029615,10388331
R01AG008055,23029615,6629760
R37AG008235,23029615,8112660
R03AG027759,23029615,7285207
R01AG008055,16755303,6629760
T32MH018904,16293570,7256267
R37AG024102,19606423,9315250
R37AG008055,1930754,2826212
R01AG008055,1506115,6629760
R37AG008055,1506115,2826212
R37AG008055,1843136,2826212
R37AG008055,10542820,2826212
R37AG008055,11205530,2826212
R37AG008055,9310088,2826212
T32AG000048,17507586,7424126
U01AG014263,15075414,7843680
R37AG024102,15075414,9315250
T32MH018904,19280450,7256267
R37AG024102,19280450,9315250
M01RR000400,19606423,7616566
T32MH018904,19606423,7256267
K12RR023247,19606423,7690402
R37AG008055,22934837,2826212
K12DA014040,22934837,7677878
K01DA031764,22934837,9036360
P50AG005136,23024862,9692504
R37AG024102,23029615,9315250
R37AG008055,23029615,2826212
R01AG010569,23029615,8131631
K23AG027171,22991665,7874490
R01AG026453,22991665,8130884
R13AG009787,35192413,6779112
R01AG008055,35192413,6629760
R37AG008055,35192413,2826212
R37AG008055,15075414,2826212
T32MH018904,16903613,7256267
R37AG008055,16755303,2826212
T32MH019109,10223172,7637874
R03AG027759,22991665,7285207
R24HD042828,22991665,9107238
R01AG008055,22991665,6629760
R01AG008235,22991665,9336774
T32AG000037,23024862,10847261
R01AG010569,23024862,8131631
R01AG026453,23024862,8130884
R24HD042828,23024862,9107238
R01AG008055,23024862,6629760
R37AG008055,23024862,2826212
R03AG027759,23024862,7285207
K23AG027171,23024862,7874490
R01AG026453,23029615,8130884
P30AG010129,23029615,10012518
R37AG024102,22934837,9315250
R24HD042828,22934837,9107238
R37AG008055,16293570,2826212
R37AG008055,19280450,2826212
T32MH018904,10542820,7256267
R01AG008055,23536918,6629760
R03AG027759,23536918,7285207
R37AG024102,35192413,9315250
R37AG008055,8337905,2826212
R37AG008055,10223172,2826212
T32MH019109,10542820,7637874
R01AG008055,11205530,6629760
U01AG014263,17507586,7843680
R37AG024102,17507586,9315250
R37AG008055,17507586,2826212
U01AG014263,17284557,7843680
R37AG008055,16903613,2826212
R37AG008055,22991665,2826212
K23AG027171,23029615,7874490
R24HD042828,23029615,9107238
P50AG005136,22991665,9692504
R01AG010569,22991665,8131631
R13AG030995,23024862,10388331
R01AG008235,23029615,9336774
R37AG008055,19606423,2826212
R24HD042828,19606423,9107238
R01AG008438,8196370,2001304
R01AG008438,7513329,2001304
R01AG008438,8344396,2001304
R01DK048370,9612267,10892971
R01AG008438,7474946,2001304
R01AG008438,8625444,2001304
R01AG008438,8437993,2001304
R01AG008438,9210176,2001304
R01AG008438,7541245,2001304
R01AG008438,10077539,2001304
R01AG008438,9151138,2001304
R01AG008438,7688318,2001304
R01AG008438,7585601,2001304
R01AG008438,9612267,2001304
R01AG008438,9277418,2001304
R01AG008438,9160041,2001304
R01DK038063,9612267,3237220
R01AG008438,1437718,2001304
R01AG008438,8765213,2001304
R01AG008438,34571738,2001304
R01AG009345,9628397,2001343
R01AG014073,10811553,6163777
R01AG009345,9331385,2001343
R01AG009345,10811553,2001343
M01RR010732,10811553,7575181
R01AG009345,11472466,2001343
R29AG009837,10186743,2001371
R55AG009837,7944071,3509464
R29AG009837,8528755,2001371
R01HL067460,12818310,6527917
R29AG009837,7944071,2001371
R55AG009837,8528755,3509464
R29AG009837,12818310,2001371
R55AG009837,12818310,3509464
R55AG009837,10186743,3509464
R01AG009957,17874951,2001381
N01AG012102,7604929,6211623
R01AG011042,9827785,2052253
R29AG010170,10363047,2001395
R01AG011042,9674668,2052253
T32AG000153,9827785,7622207
R01AG007449,8673647,2049758
R29AG010170,9063338,2001395
K01AG000586,9160440,2048378
R29AG010170,9033520,2001395
R29AG010170,7604929,2001395
R29AG010170,11316843,2001395
N01AG012102,11316843,6211623
R29AG010170,8673647,2001395
R29AG010170,9674668,2001395
N01AG012102,12672683,6211623
R01AG011042,12672683,2052253
N01AG002105,9063338,2293901
R01AG011042,9063338,2052253
R29AG010170,9827785,2001395
N01AG002105,10363047,2293901
R01AG011042,10363047,2052253
R01AG011042,10454399,2052253
R29AG010170,10454399,2001395
N01AG002105,9160440,2293901
N01AG002105,9033520,2293901
R01AG007449,8169336,2049758
R29AG010170,8169336,2001395
R29AG010170,12382590,2001395
P60AG010469,8673647,6482298
P60AG010469,11078110,6482298
R29AG010170,11078110,2001395
R29AG010170,12672683,2001395
T32AG000153,9674668,7622207
R29AG010170,9160440,2001395
N01AG002105,10454399,2293901
K01AG000586,12382590,2048378
N01AG002105,7604929,2293901
P60AG010469,9033520,6482298
R01AG010251,10873791,2001401
R01AG009400,10757522,2050781
R01AG015386,10757522,6624408
R01AG010251,10757522,2001401
R01AG015386,10873791,6624408
R55AG010251,16260101,3509473
R01AG015386,14716181,6624408
R01AG010251,14716181,2001401
R01AG015386,16260101,6624408
R01AG010251,16260101,2001401
R55AG010251,14716181,3509473
R55AG010251,10757522,3509473
R55AG010251,10873791,3509473
R01AG010412,8138833,2001414
R01AG010412,9495524,2001414
R01AG010412,9799821,2001414
R01AG010412,7994188,2001414
R01AG010412,8573410,2001414
R01AG010412,7820773,2001414
R01AG010412,7492861,2001414
R01AG010412,8824859,2001414
R01AG010412,9180651,2001414
R01AG010412,8944740,2001414
R01AG010412,7786635,2001414
R01AG010412,7626313,2001414
R01AG010412,7597018,2001414
R01AG010412,8739901,2001414
R01AG010412,8797125,2001414
R01AG010412,8915788,2001414
R01AG010412,11126521,2001414
R01AG010412,10225818,2001414
R01AG010412,8852952,2001414
R01AG010412,7584871,2001414
R01AG010412,9738520,2001414
R01AG010412,9152735,2001414
R01AG010412,10404921,2001414
R01AG010412,10411015,2001414
R01AG010412,9514371,2001414
R01AG010412,9443796,2001414
R01AG010412,10663362,2001414
P01AG015885,11595663,7484945
K01AG000412,14687350,3068457
K02HS000006,14687350,6796841
P60AG010418,14687350,2001415
R43HD034996,11239281,2026312
M01RR000080,11239281,7219506
K01AG000586,11166486,2048378
P60AG010418,11166486,2001415
K02HS000006,11410097,6796841
P60AG010418,10938907,2001415
K23AG000714,10323645,2048578
P60AG010418,10326689,2001415
R01EY011998,10714937,6178999
K23AG000714,9072926,2048578
K08AG000714,9072926,2907582
K23AG000714,10568535,2048578
P60AG010418,10568535,2001415
P60AG010418,10576333,2001415
R01AG009657,9016417,2050930
K23AG000714,9547681,2048578
P60AG010418,11129745,2001415
P60AG010418,23054919,2001415
R01AG029233,23054919,7483016
R01AG029233,22665834,7483016
P60AG010418,23176725,2001415
P30AG015272,23176725,10912756
P60AG010418,17219470,2001415
P60AG010418,17038068,2001415
R01CA134425,21649616,8456902
K23AG030999,19636035,7934565
U18HS016094,19636035,7799883
K08AG000714,9547681,2907582
P60AG010418,9547681,2001415
P60AG010418,9565009,2001415
P50AG008012,10082331,7118884
P60AG010418,10082331,2001415
P60AG010418,9180668,2001415
K23AG000714,9180668,2048578
K08AG000714,10568535,2907582
P50AG005142,11166486,9692612
P60AG010418,9016417,2001415
P60AG010418,11410097,2001415
P60AG010418,12560409,2001415
R01AG009657,9727814,2050930
P60AG010418,9727814,2001415
K07AG000912,19093915,6785304
P30AG021334,19093915,10914950
P30AG015272,21649616,10912756
K24AR052667,21649616,8724909
K01AG025444,23176725,7647895
P60AG010418,9307556,2001415
K08AG000714,10323645,2907582
P60AG010418,10189325,2001415
K08AG000714,10189325,2907582
K23AG000714,10189325,2048578
P60AG010418,9674614,2001415
K12AG000488,10189325,6168618
P60AG010418,10714937,2001415
P60AG010418,9096547,2001415
P60AG010418,9016418,2001415
T32HS000059,9565009,8290036
K08AR001962,9565384,6029898
K23AG000714,9565384,2048578
K07AG000912,19636035,6785304
K24AG029812,19093915,9249444
P60AG010418,19093915,2001415
P60AG010418,17302659,2001415
R01AG029233,21649616,7483016
R01AG012447,11595663,6043042
P60AG010418,9782867,2001415
P60AG010418,11239281,2001415
R01EY011998,10576333,6178999
P60AG010418,10882959,2001415
K08AG000714,9180668,2907582
R01AG009657,9016418,2050930
P60AG010418,9072926,2001415
P60AG010418,11595663,2001415
R01AG017056,11166486,6773747
P60AG010418,7715644,2001415
R01AG009657,9307556,2050930
P60AG010418,10323645,2001415
K08AG000714,9565384,2907582
P60AG010418,9565384,2001415
P60AG010418,21649616,2001415
K01AG025444,21649616,7647895
P60AG010418,17279026,2001415
R01AG029233,23176725,7483016
P60AG010418,19636035,2001415
R01AG029233,19093915,7483016
K24AR052667,22665834,8724909
P60AG010418,22665834,2001415
R01AG010425,11773208,2001416
R01AG010425,12477135,2001416
R01AG010425,10871566,2001416
R01AG010425,10863569,2001416
R01AG010425,10937011,2001416
R01AG010425,12097693,2001416
R01AG010425,10232641,2001416
R01AG010425,16988129,2001416
R01DA010425,19318608,7633499
R01AG010425,17327343,2001416
R01AG010425,10794195,2001416
R01AG010425,14608089,2001416
R01AG010425,11500524,2001416
R01AG010425,9737563,2001416
P01AG023394,19318608,7490759
R01AG010425,15930459,2001416
R25GM066567,18838531,10766718
R01AG010425,15051846,2001416
R01AG010425,10737691,2001416
P01AG023394,17327343,7490759
R01AG010425,17237320,2001416
P01AG023394,17237320,7490759
R01AG010425,12450885,2001416
P01AG023394,18838531,7490759
R01AG010425,15753176,2001416
P01AG023394,16988129,7490759
R01AG010425,18838531,2001416
R01AG010425,19318608,2001416
F32ES005679,10331686,2430308
R01AG010785,10341742,7268808
R44AG010750,10706524,2051972
R01AG010785,17431498,7268808
R01ES010798,17431498,7123841
R01AG010785,17431499,7268808
R01ES005257,17431502,7276073
R01ES010798,17431502,7123841
P30ES000002,17431502,10818439
K25EB003491,20699681,7394416
UL1TR001079,23008165,9310274
R01AG010785,16717205,7268808
R01AG010785,19034901,7268808
R01AG019604,18092244,8062046
R01AG010785,20699681,7268808
R01ES007198,18092244,7906364
R44AG010750,10331686,2051972
R01AG010785,10331686,7268808
T32AG020500,15222818,8240467
R44AG010750,15222818,2051972
R01AG010785,10821507,7268808
K25EB003491,20357679,7394416
R01AG010785,22028967,7268808
P30ES003819,11335184,8248223
R01AG010785,12500043,7268808
P01ES008131,12500043,6518115
R01ES005257,17431498,7276073
K01ES012653,17431502,7371097
R01AG010785,17431502,7268808
P42ES005947,17431502,7240082
R01AG010785,17600728,7268808
K25EB003491,19034901,7394416
R01AG010785,18079133,7268808
K25EB003491,18079133,7394416
R01AG010785,22997582,7268808
R44AG010750,23008165,2051972
R01AG010785,27616801,7268808
R01HL123407,27616801,9297324
R01EB012547,27616801,9134138
R01AG010785,17311281,7268808
R01NS060910,23008165,10892779
R01AG010785,23008165,7268808
R01EB012547,23008165,9134138
K25EB003491,17600728,7394416
P30ES000002,17431498,10818439
P42ES005947,17431498,7240082
R01AG019604,17431498,8062046
R01ES007198,17431498,7906364
R01ES010798,17431499,7123841
R01AG019604,17431499,8062046
R01ES007821,17431499,7885662
R01ES007198,17431502,7906364
P42ES005947,12003753,7240082
T32HD007414,12500043,10848542
R01ES007980,12500043,2872331
R01AG010785,20357679,7268808
R01HL089467,20699681,8074042
R01AG010785,11241558,7268808
T32ES007141,11257061,10848769
R01ES007980,11257061,2872331
R01AG010785,11335184,7268808
R01AG010785,18092244,7268808
R44AG010750,18092244,2051972
P30ES000002,12003753,10818439
R01AG010785,12003753,7268808
R01AG010785,15222818,7268808
P01ES008131,11257061,6518115
R01AG010785,10706524,7268808
P42ES005947,10706524,7240082
P30ES000002,12500043,10818439
R01AG010785,11257061,7268808
P42ES007384,10331686,7241344
P30ES003819,11071492,8248223
R01AG010785,11071492,7268808
R01AG014971,18079133,8881034
R44AG010750,20357679,2051972
P42ES005947,17431499,7240082
P30ES000002,17431499,10818439
R01AG019604,17431502,8062046
R44AG010750,17311281,2051972
R01AG019604,17311281,8062046
R01AG010785,16985155,7268808
P30ES003819,19034901,8248223
R01HL075078,20699681,8539641
R01HL086862,20699681,7928243
R01NS060910,20699681,10892779
P41EB015909,23008165,9997686
R01ES005257,17431499,7276073
R01NS060910,27616801,10892779
P41EB015909,27616801,9997686
